D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0000.jpg brown_bear_0000.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0001.jpg brown_bear_0001.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0002.jpg brown_bear_0002.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0003.jpg brown_bear_0003.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0004.jpg brown_bear_0004.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0005.jpg brown_bear_0005.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0006.jpg brown_bear_0006.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0007.jpg brown_bear_0007.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0008.jpg brown_bear_0008.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0009.jpg brown_bear_0009.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0010.jpg brown_bear_0010.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0011.jpg brown_bear_0011.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0012.jpg brown_bear_0012.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0013.jpg brown_bear_0013.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0014.jpg brown_bear_0014.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0015.jpg brown_bear_0015.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0016.jpg brown_bear_0016.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0017.jpg brown_bear_0017.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0018.jpg brown_bear_0018.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0019.jpg brown_bear_0019.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0020.jpg brown_bear_0020.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0021.jpg brown_bear_0021.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0022.jpg brown_bear_0022.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0023.jpg brown_bear_0023.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0024.jpg brown_bear_0024.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0025.jpg brown_bear_0025.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0026.jpg brown_bear_0026.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0027.jpg brown_bear_0027.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0028.jpg brown_bear_0028.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0029.jpg brown_bear_0029.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0030.jpg brown_bear_0030.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0031.jpg brown_bear_0031.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0032.jpg brown_bear_0032.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0033.jpg brown_bear_0033.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0034.jpg brown_bear_0034.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0035.jpg brown_bear_0035.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0036.jpg brown_bear_0036.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0037.jpg brown_bear_0037.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0038.jpg brown_bear_0038.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0039.jpg brown_bear_0039.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0040.jpg brown_bear_0040.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0041.jpg brown_bear_0041.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0042.jpg brown_bear_0042.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0043.jpg brown_bear_0043.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0044.jpg brown_bear_0044.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0045.jpg brown_bear_0045.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0046.jpg brown_bear_0046.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0047.jpg brown_bear_0047.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0048.jpg brown_bear_0048.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0049.jpg brown_bear_0049.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0050.jpg brown_bear_0050.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0051.jpg brown_bear_0051.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0052.jpg brown_bear_0052.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0053.jpg brown_bear_0053.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0054.jpg brown_bear_0054.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0055.jpg brown_bear_0055.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0056.jpg brown_bear_0056.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0057.jpg brown_bear_0057.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0058.jpg brown_bear_0058.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0059.jpg brown_bear_0059.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0060.jpg brown_bear_0060.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0061.jpg brown_bear_0061.jpg
D:\LABS\Lab_PD\Lab 2\dataset\brown_bear\0062.jpg brown_bear_0062.jpg
